id,order,expected_json
124,"Can I get a few bagels, and also double literally bagel... remove that and a few Trenta americanos add extra hot - wait cancel that, and also a Tall Strawberry literally Smoothie.","{""items"": [{""name"": ""Bagel"", ""size"": null, ""quantity"": 3, ""modifiers"": []}, {""name"": ""Strawberry Smoothie"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 13.5}"
125,"Start me off with a few trenta strawberry smoothies and Caramel um Drizzle wait wait cancel that Caramel Drizzle. breve add Oat Milk... scratch that one Oat Milk - extra shot... no, make it couple of. Next, I need single Grande mocha plus breve... wait cancel that breve - oat milk plus VANILLA SYRUP.","{""items"": [{""name"": ""Strawberry Smoothie"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": [""Breve"", ""Extra Shot""]}, {""name"": ""Mocha"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": [""Oat Milk"", ""Vanilla Syrup""]}], ""total_price"": 25.4}"
126,"I'll have single grande literally drip coffee plus an Avocado Toast. wait, change that to triple.","{""items"": [{""name"": ""Drip Coffee"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 3, ""modifiers"": []}], ""total_price"": 24.0}"
127,"I'll have four venti Strawberry Smoothie include Vanilla literally Syrup... no, make it a few.","{""items"": [{""name"": ""Strawberry Smoothie"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": [""Vanilla Syrup""]}], ""total_price"": 22.5}"
128,"Lemme get four bacon gouda um sandwichs. Also single trenta Earl Grey Tea include vanilla syrup - wait cancel that vanilla syrup, peppermint syrup add SKIM MILK add classic syrup - scratch that one.","{""items"": [{""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 4, ""modifiers"": []}], ""total_price"": 22.0}"
129,"May I get triple grande frappe (coffee)s make sure there's Breve wait wait cancel that Breve... ensure no whip with extra shot add sugar free vanilla, plus couple of venti cappuccino and classic syrup wait actually remove that. Oh, and add a butter croissant. actually make that double and single um Blueberry Muffin.","{""items"": [{""name"": ""Frappe (Coffee)"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": [""No Whip"", ""Extra Shot"", ""Sugar Free Vanilla""]}, {""name"": ""Butter Croissant"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 33.25}"
130,"Gimme single tall hot chocolate, plus three Short matcha latte with whip cream... literally remove that. Next, I need one venti Drip Coffee include vanilla syrup.","{""items"": [{""name"": ""Hot Chocolate"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Drip Coffee"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""Vanilla Syrup""]}], ""total_price"": 8.0}"
131,"I'm feeling like a venti um americano, scratch that one. Also three VENTI iced coffee make sure there's make sure no ice make sure um there's no whip and vanilla syrup, bump that to single plus a few Blueberry Muffins.","{""items"": [{""name"": ""Iced Coffee"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""No Ice"", ""No Whip"", ""Vanilla Syrup""]}, {""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 3, ""modifiers"": []}], ""total_price"": 15.75}"
132,Grab me five avocado toast.,"{""items"": [{""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 5, ""modifiers"": []}], ""total_price"": 35.0}"
133,"I'll take a short drip coffee include caramel drizzle wait remove that caramel drizzle. caramel syrup make sure there's whip cream wait scratch that one whip cream. make sure no ice include caramel drizzle. wait cancel that caramel drizzle... classic syrup wait actually nevermind. Next, I need double Trenta frappe (coffee) uh plus whip cream, actually make that four.","{""items"": [{""name"": ""Frappe (Coffee)"", ""size"": ""Trenta"", ""quantity"": 4, ""modifiers"": [""Whip Cream""]}], ""total_price"": 30.0}"
134,Start me off with triple tall frappe (mocha) with breve wait scratch um that one.,"{""items"": [], ""total_price"": 0.0}"
135,"Let's do one venti earl grey tea, make sure actually no ice and triple BAGELs... bump that to two. Oh, and add a bacon gouda sandwich... remove that.","{""items"": [{""name"": ""Earl Grey Tea"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""No Ice""]}, {""name"": ""Bagel"", ""size"": null, ""quantity"": 2, ""modifiers"": []}], ""total_price"": 9.0}"
136,"Grab me couple of Bacon Gouda actually Sandwichs, plus two Trenta cold brews, NO ICE.","{""items"": [{""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Cold Brew"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": [""No Ice""]}], ""total_price"": 22.5}"
137,"Let's do one Venti Flat White and hazelnut syrup and Peppermint Syrup. Oh, and add triple Venti hot chocolates, coupled with five grande matcha uh lattes with CARAMEL DRIZZLE add Skim Milk.","{""items"": [{""name"": ""Flat White"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""Hazelnut Syrup"", ""Peppermint Syrup""]}, {""name"": ""Hot Chocolate"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Matcha Latte"", ""size"": ""Grande"", ""quantity"": 5, ""modifiers"": [""Caramel Drizzle"", ""Skim Milk""]}], ""total_price"": 53.0}"
138,"Hook me up with one Grande espresso add breve - no, make it double.","{""items"": [{""name"": ""Espresso"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": [""Breve""]}], ""total_price"": 8.6}"
139,"Can I get pair of short americanos add uh almond milk, plus triple TRENTA green tea make sure there's make sure No Ice include vanilla syrup wait actually nevermind vanilla syrup... soy milk include breve. Oh, and add a short Cold Brew include actually Sugar Free Vanilla.","{""items"": [{""name"": ""Americano"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Almond Milk""]}, {""name"": ""Green Tea"", ""size"": ""Trenta"", ""quantity"": 3, ""modifiers"": [""No Ice"", ""Soy Milk"", ""Breve""]}, {""name"": ""Cold Brew"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": [""Sugar Free Vanilla""]}], ""total_price"": 29.15}"
140,"Can I get couple of Trenta caramel macchiatos with extra shot plus oat milk, paired with triple tall green teas and Breve. Next, I need single tall drip like coffee, and also a TALL drip coffee with extra shot plus Extra Shot, scratch that one Extra Shot, sugar free vanilla include oat milk - actually make that five.","{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": [""Extra Shot"", ""Oat Milk""]}, {""name"": ""Green Tea"", ""size"": ""Tall"", ""quantity"": 3, ""modifiers"": [""Breve""]}, {""name"": ""Drip Coffee"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Drip Coffee"", ""size"": ""Tall"", ""quantity"": 5, ""modifiers"": [""Extra Shot"", ""Sugar Free Vanilla"", ""Oat Milk""]}], ""total_price"": 55.0}"
141,"May I get triple Short Iced Coffees include whip cream. Then give me a TALL green tea with almond milk include Whip Cream like add light ice. Also three short HOT CHOCOLATE include whip cream, actually you know, nevermind whip cream - caramel syrup.","{""items"": [{""name"": ""Iced Coffee"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": [""Whip Cream""]}, {""name"": ""Green Tea"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": [""Almond Milk"", ""Whip Cream"", ""Light Ice""]}, {""name"": ""Hot Chocolate"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": [""Caramel Syrup""]}], ""total_price"": 25.1}"
142,"I'll take couple of Venti flat white, plus triple trenta americanos. Then give me five Grande Earl Grey Teas, actually make literally that single.","{""items"": [{""name"": ""Flat White"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Americano"", ""size"": ""Trenta"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Earl Grey Tea"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 30.0}"
143,"Could you get me a SHORT frappe (mocha), ensure no ice plus ALMOND MILK. no, make it couple of and a bagel, bump that to couple of.","{""items"": [{""name"": ""Frappe (Mocha)"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""No Ice"", ""Almond Milk""]}, {""name"": ""Bagel"", ""size"": null, ""quantity"": 2, ""modifiers"": []}], ""total_price"": 16.7}"
144,"I'm feeling like five grande drip uh coffee plus Classic Syrup, paired with a butter actually croissant, paired with single grande hot chocolate include CARAMEL SYRUP wait scratch that one CARAMEL SYRUP... classic syrup.","{""items"": [{""name"": ""Drip Coffee"", ""size"": ""Grande"", ""quantity"": 5, ""modifiers"": [""Classic Syrup""]}, {""name"": ""Butter Croissant"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Hot Chocolate"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": [""Classic Syrup""]}], ""total_price"": 23.0}"
145,"Lemme get single Trenta earl grey literally tea and vanilla syrup, plus a short LATTE add sugar free vanilla and Peppermint literally Syrup wait remove that Peppermint Syrup - oat milk, paired with couple of Trenta STRAWBERRY SMOOTHIE include extra shot, scratch that one extra shot, hazelnut syrup... actually make that triple.","{""items"": [{""name"": ""Earl Grey Tea"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": [""Vanilla Syrup""]}, {""name"": ""Latte"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": [""Sugar Free Vanilla"", ""Oat Milk""]}, {""name"": ""Strawberry Smoothie"", ""size"": ""Trenta"", ""quantity"": 3, ""modifiers"": [""Hazelnut Syrup""]}], ""total_price"": 34.3}"
146,"I'll take one BAGEL, plus an avocado toast, and also a venti latte. Then give me single short Green Tea.","{""items"": [{""name"": ""Bagel"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Latte"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Green Tea"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 17.5}"
147,Could I have a TALL drip coffee.,"{""items"": [{""name"": ""Drip Coffee"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 2.5}"
148,"Let me get a Blueberry Muffin. Oh, and add a grande Earl Grey Tea and classic syrup with Caramel Syrup, actually nevermind Caramel Syrup - caramel drizzle.","{""items"": [{""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Earl Grey Tea"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": [""Classic Syrup"", ""Caramel Drizzle""]}], ""total_price"": 7.75}"
149,"I'm craving a tall green like tea plus soy milk wait wait cancel that. Oh, and add two short cold brew - actually wait cancel that, and also a few Venti espresso actually include coconut milk. wait cancel that coconut milk. vanilla syrup.","{""items"": [{""name"": ""Espresso"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": [""Vanilla Syrup""]}], ""total_price"": 13.5}"
150,"Hit me with single blueberry muffin. Then give me a tall cappuccino plus OAT MILK, plus pair of venti mochas. Then give me a uh Grande Hot Chocolate include vanilla syrup, actually nevermind.","{""items"": [{""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Cappuccino"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": [""Oat Milk""]}, {""name"": ""Mocha"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 21.05}"
151,"Could you get me three tall Frappe (Mocha)s with hazelnut syrup add peppermint syrup add almond milk... remove that almond milk - Extra Shot, coupled with five trenta Drip Coffee... no, make it one, plus three trenta strawberry smoothie add classic syrup plus peppermint like syrup make sure there's ensure NO ICE. Next, I need double short flat white.","{""items"": [{""name"": ""Frappe (Mocha)"", ""size"": ""Tall"", ""quantity"": 3, ""modifiers"": [""Hazelnut Syrup"", ""Peppermint Syrup"", ""Extra Shot""]}, {""name"": ""Drip Coffee"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Strawberry Smoothie"", ""size"": ""Trenta"", ""quantity"": 3, ""modifiers"": [""Classic Syrup"", ""Peppermint Syrup"", ""No Ice""]}, {""name"": ""Flat White"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 59.75}"
152,Start me off with pair of tall matcha latte include Vanilla Syrup... actually nevermind Vanilla Syrup. Whip Cream and PEPPERMINT SYRUP.,"{""items"": [{""name"": ""Matcha Latte"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": [""Whip Cream"", ""Peppermint Syrup""]}], ""total_price"": 12.5}"
153,"Lemme get four trenta frappe (mocha)s, and also an Avocado Toast - remove that. Oh, and add triple trenta iced coffees. Then give me a short matcha latte with Vanilla Syrup with literally skim milk.","{""items"": [{""name"": ""Frappe (Mocha)"", ""size"": ""Trenta"", ""quantity"": 4, ""modifiers"": []}, {""name"": ""Iced Coffee"", ""size"": ""Trenta"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Matcha Latte"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": [""Vanilla Syrup"", ""Skim Milk""]}], ""total_price"": 47.75}"
154,"I'll take couple of TALL espressos, plus four um tall HOT CHOCOLATEs wait bump that to pair of and pair of Short americano add skim milk add sugar free vanilla - scratch that one um sugar free vanilla, oat milk - actually nevermind.","{""items"": [{""name"": ""Espresso"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Hot Chocolate"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 14.0}"
155,"Lemme get a bacon gouda sandwich. remove that, coupled with one trenta green tea. Next, I need triple grande cappuccino - wait, change that to couple of. Then give me a few venti cappuccinos, actually make that you know, one.","{""items"": [{""name"": ""Green Tea"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Cappuccino"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Cappuccino"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 20.0}"
156,"I'll take triple venti green tea. remove that, and also triple short Matcha Lattes add vanilla syrup, remove that vanilla syrup, Breve but NO WHIP.","{""items"": [{""name"": ""Matcha Latte"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": [""Breve"", ""No Whip""]}], ""total_price"": 16.65}"
157,"Gimme pair of Venti Espressos plus extra shot. Oh, and add five Bagels and single trenta mocha include caramel drizzle add whip cream - actually nevermind.","{""items"": [{""name"": ""Espresso"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": [""Extra Shot""]}, {""name"": ""Bagel"", ""size"": null, ""quantity"": 5, ""modifiers"": []}], ""total_price"": 22.5}"
158,Let's do a like grande chai latte with almond milk add hazelnut syrup with Classic Syrup.,"{""items"": [{""name"": ""Chai Latte"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": [""Almond Milk"", ""Hazelnut Syrup"", ""Classic Syrup""]}], ""total_price"": 6.35}"
159,"Could I have three actually bacon gouda sandwichs, coupled with a trenta espresso and oat literally milk add VANILLA SYRUP, actually nevermind VANILLA SYRUP. classic syrup, coupled with five grande green tea. Then give me triple grande frappe (mocha) add cold foam... remove that cold literally foam, coconut milk add classic syrup.","{""items"": [{""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 3, ""modifiers"": []}, {""name"": ""Espresso"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": [""Oat Milk"", ""Classic Syrup""]}, {""name"": ""Green Tea"", ""size"": ""Grande"", ""quantity"": 5, ""modifiers"": []}, {""name"": ""Frappe (Mocha)"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": [""Coconut Milk"", ""Classic Syrup""]}], ""total_price"": 60.15}"
160,"Lemme get three Venti strawberry smoothie, coupled with five TRENTA um mocha, paired with double Trenta EARL GREY TEAs plus oat milk with literally caramel syrup... actually nevermind caramel syrup - extra shot.","{""items"": [{""name"": ""Strawberry Smoothie"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Mocha"", ""size"": ""Trenta"", ""quantity"": 5, ""modifiers"": []}, {""name"": ""Earl Grey Tea"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": [""Oat Milk"", ""Extra Shot""]}], ""total_price"": 66.1}"
161,"I'd like to order three Tall flat whites plus vanilla syrup. Also a tall Frappe (Mocha), and also three Grande Mochas, you know, no, make it couple of.","{""items"": [{""name"": ""Flat White"", ""size"": ""Tall"", ""quantity"": 3, ""modifiers"": [""Vanilla Syrup""]}, {""name"": ""Frappe (Mocha)"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Mocha"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 32.5}"
162,"Hook me up with a short americano add peppermint syrup - wait cancel that peppermint syrup, caramel syrup plus Peppermint Syrup - actually nevermind Peppermint Syrup - Skim Milk, and also one bacon gouda sandwich.","{""items"": [{""name"": ""Americano"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": [""Caramel Syrup"", ""Skim Milk""]}, {""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 9.0}"
163,"I'll have a Tall frappe (coffee) with ensure No Whip wait actually nevermind ensure No Whip - Light Ice with soy milk, paired with two short Lattes and ensure no ice include oat milk, wait, change that to five. Then give me a grande green literally tea plus coconut milk with PEPPERMINT SYRUP and almond milk, plus double literally trenta ESPRESSOs.","{""items"": [{""name"": ""Frappe (Coffee)"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": [""Light Ice"", ""Soy Milk""]}, {""name"": ""Latte"", ""size"": ""Short"", ""quantity"": 5, ""modifiers"": [""No Ice"", ""Oat Milk""]}, {""name"": ""Green Tea"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": [""Coconut Milk"", ""Peppermint Syrup"", ""Almond Milk""]}, {""name"": ""Espresso"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 44.4}"
164,Start me off with one blueberry muffin. actually make that five.,"{""items"": [{""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 5, ""modifiers"": []}], ""total_price"": 18.75}"
165,"I'm feeling like pair of short iced coffee with Skim Milk and hazelnut syrup. Oh, and add pair of short espressos and whip cream, plus a trenta earl grey uh tea.","{""items"": [{""name"": ""Iced Coffee"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Skim Milk"", ""Hazelnut Syrup""]}, {""name"": ""Espresso"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Whip Cream""]}, {""name"": ""Earl Grey Tea"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 16.5}"
166,"Let me get three short uh iced coffee add Oat Milk add light ice plus Soy Milk, remove that.","{""items"": [], ""total_price"": 0.0}"
167,Hit me with double short caramel macchiato include peppermint syrup.,"{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Peppermint Syrup""]}], ""total_price"": 10.5}"
168,Start me off with single venti earl grey tea plus vanilla syrup add light ice. Also five Butter Croissants.,"{""items"": [{""name"": ""Earl Grey Tea"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""Vanilla Syrup"", ""Light Ice""]}, {""name"": ""Butter Croissant"", ""size"": null, ""quantity"": 5, ""modifiers"": []}], ""total_price"": 22.0}"
169,"Hook me up with two grande LATTEs. Next, I need four grande green teas add classic syrup wait actually nevermind classic syrup, soy milk include breve and two blueberry uh muffins, paired with an avocado toast.","{""items"": [{""name"": ""Latte"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Green Tea"", ""size"": ""Grande"", ""quantity"": 4, ""modifiers"": [""Soy Milk"", ""Breve""]}, {""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 44.1}"
170,Gimme two um trenta frappe (mocha) with skim milk and hazelnut syrup include almond milk.,"{""items"": [{""name"": ""Frappe (Mocha)"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": [""Skim Milk"", ""Hazelnut Syrup"", ""Almond Milk""]}], ""total_price"": 16.7}"
171,"I'll have a actually grande EARL GREY TEA. Oh, and add one Trenta green tea include soy milk.","{""items"": [{""name"": ""Earl Grey Tea"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Green Tea"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": [""Soy Milk""]}], ""total_price"": 8.6}"
172,"Lemme get two short Iced Coffees but Classic Syrup... actually nevermind Classic Syrup - ensure No Whip. Next, I need double um butter croissants, and also four trenta chai latte, plus a Short green tea and coconut milk with peppermint syrup. scratch that one peppermint syrup. oat milk.","{""items"": [{""name"": ""Iced Coffee"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""No Whip""]}, {""name"": ""Butter Croissant"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Chai Latte"", ""size"": ""Trenta"", ""quantity"": 4, ""modifiers"": []}, {""name"": ""Green Tea"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": [""Coconut Milk"", ""Oat Milk""]}], ""total_price"": 41.0}"
173,"May I get a few blueberry muffin, wait, change that to single, coupled with a few trenta drip coffees include Caramel Drizzle... actually make um that couple of. Also a venti Mocha.","{""items"": [{""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Drip Coffee"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": [""Caramel Drizzle""]}, {""name"": ""Mocha"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 18.75}"
174,"Hit me with couple of bacon gouda sandwichs, coupled with four venti like drip coffee add WHIP CREAM plus Extra Shot... bump that to couple of. Next, I need five venti cappuccinos and Hazelnut Syrup - remove that.","{""items"": [{""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Drip Coffee"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": [""Whip Cream"", ""Extra Shot""]}], ""total_price"": 21.0}"
175,I'll have three trenta chai lattes. Also an avocado toast.,"{""items"": [{""name"": ""Chai Latte"", ""size"": ""Trenta"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 25.75}"
176,"I'm craving pair of Tall cold brews and Extra Shot wait remove that Extra Shot wait sugar free vanilla. Next, I need couple of Grande caramel macchiatos.","{""items"": [{""name"": ""Cold Brew"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": [""Sugar Free Vanilla""]}, {""name"": ""Caramel Macchiato"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 21.0}"
177,"Lemme get single venti Americano and breve and extra hot add Hazelnut Syrup. Oh, and add a trenta FRAPPE (MOCHA). remove that, plus a Grande frappe (coffee). Next, I need a few trenta flat whites include light ice... actually nevermind light ice... extra hot add oat milk, hazelnut syrup, actually nevermind hazelnut syrup. hold the whip.","{""items"": [{""name"": ""Americano"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""Breve"", ""Extra Hot"", ""Hazelnut Syrup""]}, {""name"": ""Frappe (Coffee)"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Flat White"", ""size"": ""Trenta"", ""quantity"": 3, ""modifiers"": [""Extra Hot"", ""Oat Milk"", ""No Whip""]}], ""total_price"": 32.95}"
178,Grab me a bagel plus pair of tall Green Tea.,"{""items"": [{""name"": ""Bagel"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Green Tea"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 8.5}"
179,"Hit me with single bagel. Then give me couple of trenta hot chocolates and single uh short espresso, paired with one short drip coffee.","{""items"": [{""name"": ""Bagel"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Hot Chocolate"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Espresso"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Drip Coffee"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 18.0}"
180,"Hook me up with single TRENTA frappe (mocha) add cold foam with whip cream, and also five like trenta Lattes, paired with double butter croissants.","{""items"": [{""name"": ""Frappe (Mocha)"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": [""Cold Foam"", ""Whip Cream""]}, {""name"": ""Latte"", ""size"": ""Trenta"", ""quantity"": 5, ""modifiers"": []}, {""name"": ""Butter Croissant"", ""size"": null, ""quantity"": 2, ""modifiers"": []}], ""total_price"": 46.0}"
181,"Let me get a venti matcha latte include oat milk make sure there's make sure no ice, wait, change that to couple of. Also triple venti Caramel Macchiato, plus five short Strawberry Smoothies.","{""items"": [{""name"": ""Matcha Latte"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": [""Oat Milk"", ""No Ice""]}, {""name"": ""Caramel Macchiato"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Strawberry Smoothie"", ""size"": ""Short"", ""quantity"": 5, ""modifiers"": []}], ""total_price"": 60.35}"
182,"Hit me with three short matcha lattes, remove that. Oh, and add couple of um venti mocha with soy milk. Then give me a Trenta latte with Breve and HAZELNUT SYRUP wait remove that HAZELNUT SYRUP - Caramel Drizzle.","{""items"": [{""name"": ""Mocha"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": [""Soy Milk""]}, {""name"": ""Latte"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": [""Breve"", ""Caramel Drizzle""]}], ""total_price"": 20.5}"
183,I'm feeling like a few tall chai lattes.,"{""items"": [{""name"": ""Chai Latte"", ""size"": ""Tall"", ""quantity"": 3, ""modifiers"": []}], ""total_price"": 14.25}"
184,"I'm feeling like pair of grande green tea plus hold the ice. scratch that one hold the ice... caramel drizzle... no, make it three. Next, I need triple short drip coffees and breve add light ice.","{""items"": [{""name"": ""Green Tea"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": [""Caramel Drizzle""]}, {""name"": ""Drip Coffee"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": [""Breve"", ""Light Ice""]}], ""total_price"": 20.4}"
185,"Start me off with single Tall espresso... no, you know, make it double.","{""items"": [{""name"": ""Espresso"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 6.0}"
186,Lemme get single avocado like toast.,"{""items"": [{""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 7.0}"
187,"I'd like to order single Trenta drip coffee but breve wait wait cancel that breve, make sure no whip um and skim milk.","{""items"": [{""name"": ""Drip Coffee"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": [""No Whip"", ""Skim Milk""]}], ""total_price"": 4.0}"
188,"Start me off with a short Matcha Latte include Cold Foam wait actually make that a few, paired with double Short frappe um (coffee) with extra hot.","{""items"": [{""name"": ""Matcha Latte"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": [""Cold Foam""]}, {""name"": ""Frappe (Coffee)"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Extra Hot""]}], ""total_price"": 28.0}"
